"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",107.634,
"AUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",103.505,
"AUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",99.623,
"AUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",93.998,
"AUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",88.236,
"AUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",83.66,
"AUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",80.477,
"AUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",79.071,
"AUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",77.305,
"AUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",74.371,
"AUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",72.271,
"AUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",71.617,
"AUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",69.955,
"AUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",68.95,
"AUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",69.427,
"AUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",69.773,
"AUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",67.036,
"AUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",66.038,
"AUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2018",68.245,
"AUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2019",70.732,
"AUT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",490.172,
"AUT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",466.117,
"AUT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",456.728,
"AUT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",447.112,
"AUT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",428.939,
"AUT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",420.388,
"AUT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",405.494,
"AUT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",397.962,
"AUT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",388.255,
"AUT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",386.189,
"AUT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",376.432,
"AUT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",364.81,
"AUT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",353.114,
"AUT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",337.164,
"AUT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",319.853,
"AUT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",307.617,
"AUT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",279.303,
"AUT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",259.615,
"AUT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2018",259.975,
"AUT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2019",267.22,
"BEL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",534.512,
"BEL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",510.942,
"BEL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",496.311,
"BEL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",477.228,
"BEL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",450.323,
"BEL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",438.522,
"BEL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",426.551,
"BEL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",429.357,
"BEL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",435.705,
"BEL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",437.836,
"BEL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",432.385,
"BEL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",417.741,
"BEL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",395.783,
"BEL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",362.484,
"BEL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",326.122,
"BEL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",312.865,
"BEL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",301.233,
"BEL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",300.176,
"BEL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2018",300.555,
"BEL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2019",302.814,
"CAN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",178.29,
"CAN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",174.286,
"CAN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",172.335,
"CAN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",169.592,
"CAN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",165.189,
"CAN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",160.805,
"CAN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",152.684,
"CAN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",144.499,
"CAN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",134.557,
"CAN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",124.194,
"CAN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",115.786,
"CAN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",109.261,
"CAN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",104.514,
"CAN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",100.279,
"CAN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",98.181,
"CAN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",96.955,
"CAN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",98.277,
"CAN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",99.559,
"CAN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2018",102.273,
"CAN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2019",100.683,
"CZE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",838.54,
"CZE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",825.982,
"CZE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",805.076,
"CZE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",814.132,
"CZE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",776.937,
"CZE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",767.118,
"CZE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",731.759,
"CZE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",720.98,
"CZE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",717.853,
"CZE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",709.219,
"CZE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",700.722,
"CZE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",693.08,
"CZE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",673.094,
"CZE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",649.41,
"CZE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",612.978,
"CZE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",603.457,
"CZE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",581.064,
"CZE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",573.418,
"CZE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2018",585.813,
"CZE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2019",585.256,
"DNK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",477.123,
"DNK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",468.294,
"DNK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",452.377,
"DNK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",426.442,
"DNK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",401.002,
"DNK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",380.911,
"DNK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",375.05,
"DNK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",371.129,
"DNK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",363.976,
"DNK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",361.553,
"DNK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",351.74,
"DNK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",328.031,
"DNK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",296.584,
"DNK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",263.837,
"DNK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",235.323,
"DNK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",224.227,
"DNK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",229.764,
"DNK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",235.138,
"DNK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2018",233.673,
"DNK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2019",224.931,
"FIN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",169.569,
"FIN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",160.874,
"FIN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",154.55,
"FIN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",147.34,
"FIN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",140.062,
"FIN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",135.089,
"FIN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",131.916,
"FIN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",131.861,
"FIN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",131.266,
"FIN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",131.285,
"FIN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",130.486,
"FIN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",123.062,
"FIN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",109.986,
"FIN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",94.025,
"FIN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",78.602,
"FIN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",67.303,
"FIN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",60.025,
"FIN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",56.835,
"FIN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2018",60.246,
"FIN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2019",69.65,
"FRA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",326.014,
"FRA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",317.487,
"FRA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",310.935,
"FRA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",302.892,
"FRA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",283.634,
"FRA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",278.893,
"FRA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",274.319,
"FRA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",273.725,
"FRA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",276.776,
"FRA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",278.783,
"FRA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",275.995,
"FRA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",269.655,
"FRA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",259.768,
"FRA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",242.999,
"FRA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",224.136,
"FRA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",216.93,
"FRA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",201.588,
"FRA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",197.825,
"FRA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2018",200.002,
"FRA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2019",203.434,
"DEU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",504.87,
"DEU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",481.726,
"DEU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",468.109,
"DEU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",453.755,
"DEU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",431.227,
"DEU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",421.929,
"DEU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",418.975,
"DEU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",424.43,
"DEU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",434.32,
"DEU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",445.242,
"DEU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",446.828,
"DEU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",432.397,
"DEU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",412.479,
"DEU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",390.573,
"DEU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",359.643,
"DEU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",348.94,
"DEU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",330.948,
"DEU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",319.86,
"DEU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2018",320.436,
"DEU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2019",324.287,
"GRC","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",686.449,
"GRC","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",676.873,
"GRC","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",663.703,
"GRC","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",650.457,
"GRC","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",633.161,
"GRC","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",619.248,
"GRC","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",619.574,
"GRC","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",641.83,
"GRC","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",637.824,
"GRC","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",641.396,
"GRC","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",637.556,
"GRC","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",642.986,
"GRC","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",636.533,
"GRC","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",598.956,
"GRC","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",567.662,
"GRC","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",552.716,
"GRC","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",525.109,
"GRC","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",514.084,
"GRC","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2018",533.198,
"GRC","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2019",545.872,
"HUN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",926.741,
"HUN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",895.309,
"HUN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",895.431,
"HUN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",900.068,
"HUN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",886.067,
"HUN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",901.11,
"HUN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",878.501,
"HUN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",887.251,
"HUN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",863.015,
"HUN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",870.583,
"HUN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",858.211,
"HUN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",843.125,
"HUN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",822.016,
"HUN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",781.484,
"HUN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",764.142,
"HUN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",765.65,
"HUN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",722.4,
"HUN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",723.006,
"HUN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2018",732.865,
"HUN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2019",716.649,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",89.514,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",87.313,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",85.177,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",81.371,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",78.143,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",76.306,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",74.936,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",73.449,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",71.148,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",69.257,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",66.837,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",64.08,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",60.213,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",54.815,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",48.682,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",46.461,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",45.088,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",44.9,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2018",45.28,
"ISL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2019",45.837,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",291.706,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",266.572,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",249.112,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",232.276,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",218.587,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",204.017,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",194.434,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",183.748,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",175.344,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",168.567,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",154.837,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",153.313,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",146.641,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",138.06,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",128.032,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",120.322,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",108.349,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",101.881,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2018",103.805,
"IRL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2019",109.708,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",626.677,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",609.289,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",594.653,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",585.141,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",545.315,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",532.004,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",521.233,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",515.791,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",512.165,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",505.906,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",491.437,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",486.394,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",477.564,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",458.475,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",442.557,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",441.97,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",406.585,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",391.078,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2018",399.27,
"ITA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2019",407.807,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",240.422,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",237.195,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",234.705,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",234.577,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",232.439,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",235.452,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",232.296,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",230.394,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",228.767,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",227.198,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",231.312,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",241.746,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",254.306,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",268.981,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",280.786,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",288.502,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",294.61,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",297.506,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2018",306.401,
"JPN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2019",313.08,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",354.658,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",347.945,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",345.736,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",342.008,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",335.607,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",328.309,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",320.253,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",314.903,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",308.922,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",306.344,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",308.663,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",315.264,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",330.184,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",342.12,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",352.346,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",361.586,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",366.602,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",384.056,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2018",401.362,
"KOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2019",426.671,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",327.388,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",309.207,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",300.844,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",290.384,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",284.367,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",278.077,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",271.88,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",263.968,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",257.518,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",255.977,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",251.405,
"LUX","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",239.144,
